Citing_PaperID,Cited_PaperID,CitationDate
2913491080,2914259110,2019-09-01
2913661239,2949542019,2019-02-01
2913743821,2911637203,2019-02-15
2913743821,2914981722,2019-02-15
2913984437,645954936,2019-02-14
2914092845,2906590839,2019-07-01
2914625153,1541498523,2019-01-17
2914656668,1565841233,2019-01-01
2915068478,2805285851,2019-02-06
2915985209,2946193277,2019-04-01
2916065715,2898452006,2019-01-01
2916224064,2792642883,2019-02-18
2916831844,2906052723,2019-03-07
2916831844,2984089001,2019-03-07
2916851184,2917236203,2019-03-12
2917073930,2980471514,2019-12-05
2917361241,2064427688,2019-02-20
2917598795,2903800963,2019-08-01
2918224204,2598816984,2020-07-02
2918511751,3028332682,2019-03-01
2918645639,2988966038,2019-01-01
2918987905,1485076960,2019-01-01
2919147681,1565841233,2019-03-04
2919923047,376344434,2019-02-28
2920302986,2918276157,2019-01-01
2920302986,2919493209,2019-01-01
2920302986,2919549408,2019-01-01
2920302986,2920734376,2019-01-01
2920420792,2920174860,2019-02-01
2920685314,2086554788,2019-01-01
2920836558,2920619200,2019-04-01
2920878290,2904024373,2019-04-01
2920998962,3008510481,2019-03-12
2921117526,2982612454,2019-02-01
2921158368,2975438512,2020-02-04
2921211725,620388516,2019-01-01
2921312880,3085836295,2019-01-01
2921600814,2921799815,2019-03-06
2921799815,2810264198,2020-04-02
2921881831,3015847579,2019-03-15
2921891997,2904119088,2019-01-01
2921954112,200382732,2019-03-06
2922037665,615423031,2019-01-01
2922283273,1565841233,2019-03-06
2922293927,2920926542,2019-01-01
2922346536,627046492,2019-02-01
2922405533,1565841233,2019-03-21
2922405533,3033883277,2019-03-21
2922432220,2907859300,2019-03-15
2922708610,2912411002,2019-03-19
2922949434,2982431421,2019-04-01
2923268186,2788202956,2019-03-28
2923393731,2909159357,2019-05-01
2923393731,2910395493,2019-05-01
2923393731,2910472997,2019-05-01
2924757729,2803462075,2019-10-01
2925530396,3047066958,2019-05-02
2925659524,2792642883,2019-03-01
2925677333,1593526152,2019-05-01
2926376043,2951247631,2019-04-01
2926792189,2888017166,2019-03-29
2926792189,2899531255,2019-03-29
2927114774,2909694085,2019-05-01
2927646050,3041358389,2020-12-10
2929088203,2932105588,2019-03-01
2929930728,2972390635,2019-03-29
2930038964,2936282729,2019-04-03
2930181741,2995050024,2019-04-04
2930557100,200382732,2019-04-01
2930868552,2622370354,2019-04-04
2930964180,2959915034,2019-07-01
2930995991,2900494672,2019-01-01
2931816523,2924066215,2019-03-12
2931838979,3153863730,2020-09-01
2931950123,1488566057,2019-04-01
2932590257,2905120843,2019-04-23
2932924502,2945527849,2019-01-01
2934037975,2913431829,2019-04-07
2934040596,2992740785,2019-04-05
2934057703,2903414326,2019-04-01
2934438656,2978875974,2019-01-01
2934775193,3089791054,2019-03-31
2935011258,2922514642,2019-04-02
2935062587,2801231826,2019-09-01
2935734829,1781263717,2019-01-01
2935765795,3014260444,2019-04-18
2935907872,3086025788,2019-04-17
2935940303,1565841233,2019-04-03
2936145326,2924942828,2020-08-05
2936145326,2963366301,2020-08-05
2936152517,3014260444,2019-04-30
2936210541,2807250413,2020-01-01
2936228175,2936987453,2019-01-01
2936228175,2938760718,2019-01-01
2936228175,2939870371,2019-01-01
2936279473,3014260444,2019-04-18
2936282729,2930038964,2019-03-01
2936436307,2954734559,2019-04-08
2936475298,2796282824,2019-04-16
2936475298,2803109602,2019-04-16
2936541301,3014260444,2019-04-18
2936579678,3014260444,2019-04-18
2936614352,3014260444,2019-01-01
2936697132,2994679966,2019-03-18
2936750714,3014260444,2019-04-18
2936769128,3014260444,2019-04-18
2936784809,3014260444,2019-04-18
2936983591,3014260444,2019-04-18
2936987453,2938726461,2019-01-01
2937021417,3014260444,2019-04-18
2937143809,3014260444,2019-04-18
2937150959,2929507657,2019-04-16
2937345550,2912242345,2019-06-01
2937410827,2905300265,2019-04-14
2937461134,2970592052,2019-04-01
2937470412,3014260444,2019-04-18
2937508205,2994147398,2019-05-01
2937615814,3014260444,2019-04-18
2937718457,656999414,2019-04-12
2937718615,3014260444,2019-04-18
2937722219,3014260444,2019-04-18
2937791896,3014260444,2019-01-01
2937966493,3014260444,2019-04-18
2938003974,3014260444,2019-04-18
2938360178,3014260444,2019-04-08
2938434254,3014260444,2019-04-18
2938435149,2936963959,2019-03-01
2938466010,2908539580,2019-04-01
2938523936,3014260444,2019-04-18
2938531576,2793193862,2019-04-15
2938633577,3014260444,2019-04-18
2938751207,3005707591,2020-09-10
2938751207,3029618879,2020-09-10
2938827984,3014260444,2019-04-18
2938894117,2811072757,2020-06-09
2938894117,2890420940,2020-06-09
2938894117,2897781892,2020-06-09
2938894117,2911513612,2020-06-09
2938894117,2914168092,2020-06-09
2938894117,2917461388,2020-06-09
2938894117,2921000311,2020-06-09
2938894117,2941216142,2020-06-09
2938894117,2943045909,2020-06-09
2938894117,2944957588,2020-06-09
2938894117,2952128016,2020-06-09
2938894117,2953462619,2020-06-09
2938894117,2955085017,2020-06-09
2938894117,2965781698,2020-06-09
2938894117,2967387765,2020-06-09
2938894117,2969345558,2020-06-09
2938894117,2969857603,2020-06-09
2938894117,2970417903,2020-06-09
2938894117,2970711433,2020-06-09
2938894117,2972356467,2020-06-09
2938894117,2972788064,2020-06-09
2938894117,2973206331,2020-06-09
2938894117,2973240954,2020-06-09
2938894117,2974662225,2020-06-09
2938894117,2975082284,2020-06-09
2938894117,2976481345,2020-06-09
2938894117,2977367021,2020-06-09
2938894117,2977392784,2020-06-09
2938894117,2978022021,2020-06-09
2938894117,2979251240,2020-06-09
2938894117,2980593921,2020-06-09
2938894117,2981830913,2020-06-09
2938894117,2982679432,2020-06-09
2938894117,2986395555,2020-06-09
2938894117,2988472169,2020-06-09
2938894117,2989960602,2020-06-09
2938894117,2994779525,2020-06-09
2938894117,2999908978,2020-06-09
2938894117,3000769794,2020-06-09
2938894117,3004244764,2020-06-09
2938894117,3006865508,2020-06-09
2938894117,3008375662,2020-06-09
2938894117,3010870268,2020-06-09
2938894117,3013517936,2020-06-09
2938894117,3014965149,2020-06-09
2938894117,3016080051,2020-06-09
2938894117,3016714792,2020-06-09
2938894117,3018213126,2020-06-09
2938894117,3020007863,2020-06-09
2938894117,3023895555,2020-06-09
2938894117,3025597385,2020-06-09
2938894117,3026904739,2020-06-09
2938894117,3031813829,2020-06-09
2938894117,3038154250,2020-06-09
2938894117,3038481498,2020-06-09
2938894117,3038694421,2020-06-09
2938894117,3039104765,2020-06-09
2938894117,3039200329,2020-06-09
2938894117,3039369544,2020-06-09
2938894117,3039975134,2020-06-09
2938894117,3042788711,2020-06-09
2938894117,3043364790,2020-06-09
2938894117,3081546895,2020-06-09
2938894117,3082363084,2020-06-09
2938894117,3083564804,2020-06-09
2938894117,3094334307,2020-06-09
2938894117,3097142495,2020-06-09
2938894117,3100814487,2020-06-09
2938894117,3106470574,2020-06-09
2938894117,3115073756,2020-06-09
2938894117,3118411371,2020-06-09
2938894117,3119772680,2020-06-09
2938894117,3120238099,2020-06-09
2938894117,3120618025,2020-06-09
2938894117,3124116774,2020-06-09
2938894117,3127592835,2020-06-09
2938894117,3153000328,2020-06-09
2938894117,3165870593,2020-06-09
2938894117,3172574910,2020-06-09
2938894117,3192961693,2020-06-09
2938894117,3196163580,2020-06-09
2938894117,3196406109,2020-06-09
2938894117,3201980135,2020-06-09
2938894117,3203689242,2020-06-09
2938894117,3213582252,2020-06-09
2938894117,3214603603,2020-06-09
2939166214,2919753237,2019-04-10
2939231814,3014260444,2019-04-18
2939357097,2800662484,2019-04-15
2939372674,3014260444,2019-04-18
2939489982,3014260444,2019-04-18
2939648572,2915107956,2019-04-09
2939711564,3014260444,2019-01-01
2939924862,3165870593,2019-04-01
2940204952,2913431829,2019-04-01
2940273935,2909289796,2019-04-08
2940289575,2914804193,2019-05-01
2940321811,2076175420,2019-04-16
2940353503,2887386429,2019-04-01
2940399419,2317834503,2019-06-01
2940399419,2504907919,2019-06-01
2940441710,3014260444,2019-04-18
2940600959,2904226571,2019-07-01
2940919564,1565841233,2019-04-28
2940989499,2904024373,2019-11-01
2941164637,2964736014,2019-04-28
2941228618,2956059188,2019-01-01
2941313717,1565841233,2019-04-01
2941480190,2940866118,2019-01-01
2941623084,2953565078,2019-04-23
2941623084,2953657202,2019-04-23
2941623084,2953792478,2019-04-23
2941623084,2953871776,2019-04-23
2941623084,2954775946,2019-04-23
2941623084,2955615508,2019-04-23
2941623084,2955775707,2019-04-23
2941757416,2891699053,2019-04-24
2941985609,2971325088,2019-01-01
2942385162,2966271436,2019-04-25
2942814519,2898907455,2019-05-03
2942883578,2902059269,2020-02-01
2942903200,2931335935,2019-05-01
2942940457,2921799815,2019-06-10
2942953428,2911609683,2019-05-14
2943118016,2892059566,2019-12-01
2943316462,2792642883,2019-10-01
2943385875,2796523682,2019-06-01
2943385875,2904992008,2019-06-01
2943482264,2959915034,2019-07-01
2943509425,2756888697,2019-11-01
2943551368,2982647030,2019-04-29
2943706475,3122256246,2019-05-03
2943883140,2898569965,2019-01-01
2943905288,2944162084,2019-01-01
2943937276,3108359830,2019-05-06
2943952542,2960244095,2019-04-01
2943956487,1549271527,2019-01-01
2944045184,2944690814,2019-12-05
2944080461,3205433392,2019-05-21
2944151977,2917210328,2019-01-01
2944151977,2944597451,2019-01-01
2944151977,2944667004,2019-01-01
2944293738,3076586258,2019-06-01
2944300508,1993696837,2019-04-25
2944381201,2908501154,2019-05-06
2944511652,2910924948,2019-01-01
2944511652,2968453991,2019-01-01
2944545864,561265356,2019-02-28
2944582582,3115400124,2019-11-01
2944636556,376344434,2019-03-01
2944650430,2950530304,2019-05-09
2944691136,2479394606,2019-05-07
2944837887,2946889909,2019-05-01
2944837887,2946990474,2019-05-01
2944837887,2946992046,2019-05-01
2944837887,2947142783,2019-05-01
2944837887,2947304555,2019-05-01
2944952424,2946778829,2019-07-08
2944952424,2950853125,2019-07-08
2945051509,2919674941,2019-05-23
2945163657,2123792422,2019-05-27
2945168241,2912633502,2019-06-01
2945168241,3005720269,2019-06-01
2945285254,1565841233,2020-11-01
2945314227,2905722543,2019-04-30
2945314227,2943297610,2019-04-30
2945542860,2911419443,2019-08-01
2945619435,2772299643,2020-01-01
2945619435,2912550806,2020-01-01
2945621435,1557040555,2019-06-15
2945807151,2911555675,2019-05-13
2945807151,2912169857,2019-05-13
2945807151,2913155231,2019-05-13
2945807151,3023534455,2019-05-13
2945816820,2944906807,2019-05-15
2945957051,2938039081,2019-05-20
2945963038,2914791740,2019-06-17
2945963038,2924560272,2019-06-17
2945975571,2806367922,2019-08-01
2945975571,2920960351,2019-08-01
2946139344,2901301571,2019-05-21
2946183418,623589728,2019-05-23
2946185161,2908396132,2019-05-13
2946186286,2896560876,2019-05-01
2946204136,2915107956,2019-05-16
2946222394,3203623008,2019-01-01
2946284071,291320079,2019-05-21
2946285537,2479394606,2019-05-13
2946298121,2982429112,2019-03-01
2946305604,2945355447,2019-01-01
2946412932,2961756008,2019-03-01
2946422915,2995404601,2019-05-14
2946477006,2912748598,2019-04-01
2946477006,2913147803,2019-04-01
2946517294,3033073041,2019-05-01
2946615565,2938039081,2019-05-20
2946619026,2951921575,2019-05-21
2946658568,2900088716,2019-03-01
2946658568,3002740928,2019-03-01
2946691127,3097382338,2019-05-01
2946770179,2914444714,2019-06-01
2946770179,2921597656,2019-06-01
2946770734,3033073041,2019-05-01
2946799265,2803894326,2019-08-12
2946835072,2912896511,2019-06-01
2946849505,2076175420,2019-05-28
2946886154,2912896511,2019-06-01
2946889909,2912896511,2019-06-13
2946912716,2799435223,2020-01-01
2946919325,3127049858,2019-01-01
2946957565,1977784628,2019-01-01
2946962840,2806560397,2019-05-16
2946990474,2912896511,2019-06-01
2946992046,2912896511,2019-01-01
2947064009,2912896511,2019-06-01
2947083361,1977784628,2019-01-01
2947109516,2904992008,2019-04-03
2947142783,2912896511,2019-06-13
2947193578,2947139557,2019-05-01
2947239159,2912896511,2019-06-01
2947304555,2912896511,2019-06-13
2947437144,2914102075,2019-07-01
2947440565,2968371009,2019-04-12
2947649868,3040394767,2019-11-30
2947683429,1565841233,2019-01-01
2947693527,2975401514,2019-05-30
2947693527,2979362207,2019-05-30
2947747041,2948011638,2019-01-01
2947755665,2910810628,2019-05-30
2947795787,1565841233,2019-01-01
2947797590,2899941782,2020-05-03
2947889874,2965169475,2019-07-01
2947895493,2935446794,2019-05-28
2947905780,3035179158,2019-04-30
2947919044,2888864300,2019-01-01
2947943229,1498937732,2019-07-11
2947943229,3080443124,2019-07-11
2947980058,3128501172,2019-05-29
2948001457,2912896511,2019-06-13
2948075236,2972044065,2019-01-01
2948081784,2951887805,2019-06-07
2948207914,2883057435,2019-12-01
2948209079,3047641238,2019-01-01
2948221298,2927230962,2019-06-03
2948328435,2792642883,2019-01-01
2948328435,2948104474,2019-01-01
2948328435,2948139473,2019-01-01
2948328435,2948595990,2019-01-01
2948384615,2931702767,2019-08-15
2948454341,2892461382,2019-01-01
2948467702,2892461382,2019-01-01
2948608280,2917624296,2019-06-17
2948608280,2919936750,2019-06-17
2948777024,2892461382,2019-01-01
2948905032,2892461382,2019-01-01
2948926117,1568514274,2019-06-04
2948953805,2008447798,2019-12-10
2948961394,2914326426,2019-06-07
2949101406,611668754,2019-06-27
2949206537,2086554788,2019-01-01
2949339181,2777963018,2020-06-01
2949441530,3015099909,2019-06-01
2949470849,2950170759,2019-06-19
2949470849,2951360076,2019-06-19
2949470849,2951898499,2019-06-19
2949470849,2952006782,2019-06-19
2949470945,2913300075,2020-03-01
2949473670,2950605364,2019-06-01
2949473670,2953202823,2019-06-01
2949473670,2953233415,2019-06-01
2949514603,2486124942,2019-06-17
2949561733,3158738269,2019-01-01
2949707838,1521453351,2019-06-01
2949809295,2800118550,2019-06-14
2949889038,2979774078,2019-01-01
2950030767,2910649357,2019-06-24
2950195977,2944080461,2020-01-22
2950195977,3205433392,2020-01-22
2950217464,2921812504,2019-06-30
2950524074,2936885565,2019-06-11
2950530304,2944650430,2019-06-13
2950583830,2899159305,2019-09-01
2950605364,2917444011,2019-06-01
2950605364,2953202823,2019-06-01
2950660598,2910649357,2019-06-24
2950690420,3033062096,2019-05-18
2950690420,3147072622,2019-05-18
2950726547,656999414,2020-02-01
2950785281,2964223384,2019-06-14
2950828635,2321464044,2019-11-30
2950828635,2948832056,2019-11-30
2950828635,2955085017,2019-11-30
2950870183,2945990447,2019-06-24
2950981396,2951581211,2019-06-18
2951018728,2914614923,2019-06-19
2951018728,2950170759,2019-06-19
2951018728,2951360076,2019-06-19
2951018728,2951898499,2019-06-19
2951018728,2952006782,2019-06-19
2951044807,2899884340,2020-01-02
2951081704,2904003227,2019-01-01
2951374584,2912538611,2019-06-13
2951396332,3111094326,2019-06-30
2951581211,2950981396,2019-06-18
2951633885,2809910153,2020-01-25
2951797339,2905727629,2020-07-02
2951813507,2936888871,2019-06-21
2951921575,2946619026,2019-11-01
2952059721,2011864534,2019-06-11
2952137324,2344566768,2019-06-03
2952164647,2914614923,2019-06-19
2952164647,2950170759,2019-06-19
2952164647,2951360076,2019-06-19
2952164647,2951898499,2019-06-19
2952164647,2952006782,2019-06-19
2952196730,2580157678,2019-01-01
2952298880,2000110937,2019-01-01
2952359734,3095687577,2019-06-20
2952443076,2949585180,2019-05-01
2952460256,2804847498,2019-07-09
2952460256,2810444206,2019-07-09
2952575156,2913653267,2019-06-19
2952637154,1588572446,2019-07-08
2952742674,2965531886,2020-04-02
2952850907,2922293927,2019-06-05
2952926940,3141333867,2019-01-01
2952968597,2909826831,2019-06-22
2952976042,2910618858,2020-06-08
2953136205,2947798287,2019-10-01
2953221874,2951471669,2019-06-10
2953233415,2953202823,2019-06-01
2953261808,2950530304,2019-06-20
2953261808,2964230927,2019-06-20
2953315290,1584384315,2019-05-26
2953421707,2986613015,2019-07-01
2953468693,2793592149,2019-01-01
2953702691,3083982706,2019-01-01
2953707050,2982486113,2019-06-01
2953716928,2946470999,2019-06-29
2953871373,2981592910,2019-11-01
2953907455,2914438240,2019-07-09
2954107492,2925168803,2019-07-03
2954131422,2919902595,2019-06-30
2954201068,1565841233,2019-07-18
2954438181,3041358389,2020-06-01
2954468712,2889921737,2019-06-01
2954468712,2891930244,2019-06-01
2954468712,2895269477,2019-06-01
2954468712,2901468319,2019-06-01
2954468712,2901939593,2019-06-01
2954485416,3035511996,2019-07-03
2954487583,3096301484,2020-01-01
2954520793,2910649357,2019-06-24
2954742800,2943997701,2020-01-02
2954744202,2906434880,2019-06-26
2954753310,2954255530,2019-06-12
2954796386,2987131765,2019-09-01
2955140445,3108193613,2019-01-01
2955197421,2954255530,2019-06-12
2955197421,2954753310,2019-06-12
2955211575,2076175420,2019-06-20
2955237806,2787614230,2019-01-01
2955289433,604914089,2019-07-01
2955312037,2962291356,2020-03-01
2955651433,2803868472,2019-01-01
2955839854,2796822639,2019-06-08
2955840123,2933595947,2019-06-28
2955898482,2991608920,2020-01-01
2956030847,2900533930,2020-09-02
2956065906,2795875028,2019-10-01
2956091020,2945963038,2020-04-02
2956177005,2963224563,2019-06-03
2956292147,2964001868,2019-12-31
2956401665,2999512947,2019-07-10
2956863351,2921633933,2019-07-08
2957464873,2943511142,2019-07-09
2957779570,1991615538,2019-07-09
2958449530,2923113468,2019-07-13
2958548706,2938816958,2019-07-01
2958557134,2954171780,2019-01-01
2958557134,2957226086,2019-01-01
2958557134,2958424975,2019-01-01
2959000902,3107488963,2019-07-18
2959312411,592071287,2019-01-01
2959846099,2960887963,2019-07-11
2959862710,2084331692,2019-07-01
2960181714,2995965973,2019-07-02
2960384969,2763062382,2019-07-31
2960469764,2810788358,2019-07-01
2960522576,2899499303,2019-07-15
2960522576,2952118993,2019-07-15
2960522576,2954979586,2019-07-15
2960819884,2038338986,2019-01-01
2961452358,3029221259,2019-08-01
2961682806,2807333430,2019-07-11
2961732495,2943963177,2019-08-19
2961985833,2982522938,2019-07-09
2962179611,2047031466,2019-07-01
2962267727,295557564,2019-07-01
2962267727,2954730438,2019-07-01
2962267727,3082054237,2019-07-01
2962392265,2899159305,2020-06-01
2962694145,2996766411,2019-01-01
2963036393,3108490270,2019-07-18
2963069204,2770921543,2019-12-01
2963072382,2913570168,2019-07-01
2963119151,2991608920,2020-09-01
2963172263,2802870756,2019-12-01
2963385379,2886254213,2019-07-26
2963400143,2900953867,2019-01-01
2963450142,2946281339,2019-07-26
2963488453,2946314493,2019-11-01
2963488453,2979740806,2019-11-01
2963601923,2939404628,2019-05-26
2963601923,2971552462,2019-05-26
2963675721,3127792288,2019-01-01
2963677714,2886254213,2019-07-26
2963706978,1565841233,2019-09-07
2963722668,1488566057,2019-07-25
2963786119,2915985209,2019-01-01
2963786119,3081432867,2019-01-01
2964113187,2937145381,2020-03-03
2964184115,3007821152,2019-07-19
2964428337,2949378912,2020-01-01
2964477970,2964887279,2019-08-05
2964517691,3136704874,2019-06-01
2964566841,2753634961,2019-07-01
2964581941,2923882143,2020-05-03
2964646489,2964431499,2019-01-01
2964646489,2966327876,2019-01-01
2964646489,2966408217,2019-01-01
2964646489,2966585982,2019-01-01
2964646489,2966610205,2019-01-01
2964646489,2978956987,2019-01-01
2964653198,2888046928,2019-07-27
2964677449,2933381624,2019-07-31
2964681825,592071287,2019-08-29
2964712742,2909867449,2019-08-05
2964892856,2040782935,2019-09-12
2964892856,3029150816,2019-09-12
2964892856,3029378845,2019-09-12
2964892856,3030283548,2019-09-12
2965106533,1560611397,2019-01-01
2965169475,3030056568,2019-06-01
2965247607,2902582032,2019-12-20
2965247607,3106470574,2019-12-20
2965343305,2883772885,2020-01-02
2965347744,2949474703,2019-01-01
2965379144,2939875873,2019-05-08
2965381918,2969910711,2019-11-30
2965419174,2904042445,2020-12-01
2965531886,2952742674,2020-04-02
2965531886,2964650478,2020-04-02
2965540497,2912434019,2019-07-31
2965676130,2913179375,2019-10-31
2965691792,2937959857,2019-08-05
2965691792,2981431960,2019-08-05
2965691792,2982124512,2019-08-05
2965710373,2923062244,2019-08-08
2965710373,3147425522,2019-08-08
2965776298,585198767,2019-07-24
2965838856,2898085093,2019-01-01
2965894222,2940169680,2019-10-01
2965924873,2942481489,2020-07-28
2966052033,2995341682,2019-08-07
2966098324,2929461807,2019-07-01
2966098324,2947518717,2019-07-01
2966117700,2950401343,2019-01-01
2966165399,3000784971,2019-07-26
2966271436,2942385162,2019-01-01
2966378523,2076175420,2020-01-01
2966563868,2949474703,2019-01-01
2966673672,2507072472,2019-05-30
2966712342,2925608653,2019-01-01
2966761802,2955967377,2020-10-01
2967191196,376344434,2019-01-01
2967241355,2952580025,2019-08-13
2967315595,2973309874,2019-11-01
2967363277,2909536802,2019-01-01
2967392911,2921340250,2020-02-17
2967487122,2904419084,2019-08-12
2967672988,2950605364,2019-08-01
2967672988,2953202823,2019-08-01
2967672988,2955840123,2019-08-01
2967672988,2956863351,2019-08-01
2967672988,2962185589,2019-08-01
2967672988,2969063072,2019-08-01
2967693577,2915197414,2019-08-01
2967837934,3110495151,2019-06-07
2967952651,2577513761,2019-08-29
2967956477,1977784628,2019-08-15
2967992733,2577513761,2019-08-29
2968020966,2577513761,2019-01-01
2968034835,2791493373,2019-12-01
2968058575,2958808368,2020-09-02
2968058575,3005261142,2020-09-02
2968096523,2932966544,2019-08-08
2968185662,2577513761,2019-08-29
2968241252,3045997479,2019-08-12
2968251594,2917106148,2019-08-01
2968300755,2317834503,2019-06-13
2968300755,2504907919,2019-06-13
2968356255,2790176525,2019-11-01
2968387591,2911269178,2019-08-12
2968387591,3032622501,2019-08-12
2968452402,3150399806,2019-08-14
2968453991,2910924948,2019-01-01
2968483166,2916635363,2019-04-30
2968525023,2479394606,2019-06-01
2968525023,2910626069,2019-06-01
2968658161,2901449084,2019-08-22
2968711519,2317834503,2019-06-13
2968711519,2504907919,2019-06-13
2968809001,2947909248,2019-08-08
2968910645,1565841233,2019-08-16
2968915213,2952965833,2020-02-01
2968921653,2947094413,2019-01-01
2968955253,2992985201,2019-08-14
2969021029,2912529290,2019-08-08
2969041308,2990988965,2019-08-15
2969046050,2577513761,2019-01-01
2969077039,569479482,2019-01-01
2969104263,2954870941,2019-10-01
2969106246,2887697101,2020-03-01
2969122423,2317834503,2019-06-13
2969122423,2504907919,2019-06-13
2969139942,2898490774,2019-10-01
2969211940,3088416895,2019-05-01
2969217252,2899439396,2019-12-01
2969220443,2943997701,2019-01-01
2969288660,2904119088,2019-10-31
2969299296,2969507724,2019-09-01
2969299296,2969841725,2019-09-01
2969313381,2942943497,2019-01-01
2969362566,1565841233,2019-08-01
2969384231,2969328807,2019-07-01
2969414119,2942204212,2019-08-01
2969414119,2951728392,2019-08-01
2969414119,2969518480,2019-08-01
2969414119,3203689242,2019-08-01
2969478632,2969628986,2019-06-01
2969518480,3203689242,2019-08-01
2969539231,2917984663,2019-09-01
2969554785,2994443280,2019-10-01
2969676102,2898490774,2019-01-01
2969676102,2984580696,2019-01-01
2969718839,2921894995,2019-01-01
2969728523,2906269190,2019-01-01
2969910711,2965381918,2020-02-01
2970161559,2980923920,2019-07-25
2970329819,2947757864,2019-08-27
2970415891,3096975633,2019-08-29
2970477926,2794248152,2020-11-01
2970571191,2936011500,2019-07-01
2970646904,3205352105,2019-01-01
2970661558,2803300344,2019-08-26
2970720727,2911966115,2019-08-19
2970790069,2956557056,2020-07-15
